#,nombre,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,url_img,generation,Type 1,Type 2
688,Binacle,306,42,52,67,39,56,50,https://img.pokemondb.net/sprites/sword-shield/icon/binacle.png,6,Rock,Water
689,Barbaracle,500,72,105,115,54,86,68,https://img.pokemondb.net/sprites/sword-shield/icon/barbaracle.png,6,Rock,Water
690,Skrelp,320,50,60,60,60,60,30,https://img.pokemondb.net/sprites/sword-shield/icon/skrelp.png,6,Poison,Water
691,Dragalge,494,65,75,90,97,123,44,https://img.pokemondb.net/sprites/sword-shield/icon/dragalge.png,6,Poison,Dragon
692,Clauncher,330,50,53,62,58,63,44,https://img.pokemondb.net/sprites/sword-shield/icon/clauncher.png,6,Water,
693,Clawitzer,500,71,73,88,120,89,59,https://img.pokemondb.net/sprites/sword-shield/icon/clawitzer.png,6,Water,
694,Helioptile,289,44,38,33,61,43,70,https://img.pokemondb.net/sprites/sword-shield/icon/helioptile.png,6,Electric,Normal
695,Heliolisk,481,62,55,52,109,94,109,https://img.pokemondb.net/sprites/sword-shield/icon/heliolisk.png,6,Electric,Normal
696,Tyrunt,362,58,89,77,45,45,48,https://img.pokemondb.net/sprites/sword-shield/icon/tyrunt.png,6,Rock,Dragon
697,Tyrantrum,521,82,121,119,69,59,71,https://img.pokemondb.net/sprites/sword-shield/icon/tyrantrum.png,6,Rock,Dragon
698,Amaura,362,77,59,50,67,63,46,https://img.pokemondb.net/sprites/sword-shield/icon/amaura.png,6,Rock,Ice
699,Aurorus,521,123,77,72,99,92,58,https://img.pokemondb.net/sprites/sword-shield/icon/aurorus.png,6,Rock,Ice
700,Sylveon,525,95,65,65,110,130,60,https://img.pokemondb.net/sprites/sword-shield/icon/sylveon.png,6,Fairy,
701,Hawlucha,500,78,92,75,74,63,118,https://img.pokemondb.net/sprites/sword-shield/icon/hawlucha.png,6,Fighting,Flying
702,Dedenne,431,67,58,57,81,67,101,https://img.pokemondb.net/sprites/sword-shield/icon/dedenne.png,6,Electric,Fairy
703,Carbink,500,50,50,150,50,150,50,https://img.pokemondb.net/sprites/sword-shield/icon/carbink.png,6,Rock,Fairy
704,Goomy,300,45,50,35,55,75,40,https://img.pokemondb.net/sprites/sword-shield/icon/goomy.png,6,Dragon,
705,Sliggoo,452,68,75,53,83,113,60,https://img.pokemondb.net/sprites/sword-shield/icon/sliggoo.png,6,Dragon,
706,Goodra,600,90,100,70,110,150,80,https://img.pokemondb.net/sprites/sword-shield/icon/goodra.png,6,Dragon,
707,Klefki,470,57,80,91,80,87,75,https://img.pokemondb.net/sprites/sword-shield/icon/klefki.png,6,Steel,Fairy
708,Phantump,309,43,70,48,50,60,38,https://img.pokemondb.net/sprites/sword-shield/icon/phantump.png,6,Ghost,Grass
709,Trevenant,474,85,110,76,65,82,56,https://img.pokemondb.net/sprites/sword-shield/icon/trevenant.png,6,Ghost,Grass
712,Bergmite,304,55,69,85,32,35,28,https://img.pokemondb.net/sprites/sword-shield/icon/bergmite.png,6,Ice,
713,Avalugg,514,95,117,184,44,46,28,https://img.pokemondb.net/sprites/sword-shield/icon/avalugg.png,6,Ice,
714,Noibat,245,40,30,35,45,40,55,https://img.pokemondb.net/sprites/sword-shield/icon/noibat.png,6,Flying,Dragon
715,Noivern,535,85,70,80,97,80,123,https://img.pokemondb.net/sprites/sword-shield/icon/noivern.png,6,Flying,Dragon
716,Xerneas,680,126,131,95,131,98,99,https://img.pokemondb.net/sprites/sword-shield/icon/xerneas.png,6,Fairy,
717,Yveltal,680,126,131,95,131,98,99,https://img.pokemondb.net/sprites/sword-shield/icon/yveltal.png,6,Dark,Flying
719,Diancie,600,50,100,150,100,150,50,https://img.pokemondb.net/sprites/sword-shield/icon/diancie.png,6,Rock,Fairy
721,Volcanion,600,80,110,120,130,90,70,https://img.pokemondb.net/sprites/sword-shield/icon/volcanion.png,6,Fire,Water
722,Rowlet,320,68,55,55,50,50,42,https://img.pokemondb.net/sprites/sword-shield/icon/rowlet.png,6,Grass,Flying
723,Dartrix,420,78,75,75,70,70,52,https://img.pokemondb.net/sprites/sword-shield/icon/dartrix.png,6,Grass,Flying
724,Decidueye,530,78,107,75,100,100,70,https://img.pokemondb.net/sprites/sword-shield/icon/decidueye.png,6,Grass,Ghost
725,Litten,320,45,65,40,60,40,70,https://img.pokemondb.net/sprites/sword-shield/icon/litten.png,6,Fire,
726,Torracat,420,65,85,50,80,50,90,https://img.pokemondb.net/sprites/sword-shield/icon/torracat.png,6,Fire,
727,Incineroar,530,95,115,90,80,90,60,https://img.pokemondb.net/sprites/sword-shield/icon/incineroar.png,6,Fire,Dark
728,Popplio,320,50,54,54,66,56,40,https://img.pokemondb.net/sprites/sword-shield/icon/popplio.png,6,Water,
729,Brionne,420,60,69,69,91,81,50,https://img.pokemondb.net/sprites/sword-shield/icon/brionne.png,6,Water,
730,Primarina,530,80,74,74,126,116,60,https://img.pokemondb.net/sprites/sword-shield/icon/primarina.png,6,Water,Fairy
731,Pikipek,265,35,75,30,30,30,65,https://img.pokemondb.net/sprites/sword-shield/icon/pikipek.png,6,Normal,Flying
732,Trumbeak,355,55,85,50,40,50,75,https://img.pokemondb.net/sprites/sword-shield/icon/trumbeak.png,6,Normal,Flying
733,Toucannon,485,80,120,75,75,75,60,https://img.pokemondb.net/sprites/sword-shield/icon/toucannon.png,6,Normal,Flying
734,Yungoos,253,48,70,30,30,30,45,https://img.pokemondb.net/sprites/sword-shield/icon/yungoos.png,6,Normal,
735,Gumshoos,418,88,110,60,55,60,45,https://img.pokemondb.net/sprites/sword-shield/icon/gumshoos.png,6,Normal,
736,Grubbin,300,47,62,45,55,45,46,https://img.pokemondb.net/sprites/sword-shield/icon/grubbin.png,6,Bug,
737,Charjabug,400,57,82,95,55,75,36,https://img.pokemondb.net/sprites/sword-shield/icon/charjabug.png,6,Bug,Electric
738,Vikavolt,500,77,70,90,145,75,43,https://img.pokemondb.net/sprites/sword-shield/icon/vikavolt.png,6,Bug,Electric
739,Crabrawler,338,47,82,57,42,47,63,https://img.pokemondb.net/sprites/sword-shield/icon/crabrawler.png,6,Fighting,
740,Crabominable,478,97,132,77,62,67,43,https://img.pokemondb.net/sprites/sword-shield/icon/crabominable.png,6,Fighting,Ice
742,Cutiefly,304,40,45,40,55,40,84,https://img.pokemondb.net/sprites/sword-shield/icon/cutiefly.png,6,Bug,Fairy
743,Ribombee,464,60,55,60,95,70,124,https://img.pokemondb.net/sprites/sword-shield/icon/ribombee.png,6,Bug,Fairy
744,Rockruff,280,45,65,40,30,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff.png,6,Rock,
747,Mareanie,305,50,53,62,43,52,45,https://img.pokemondb.net/sprites/sword-shield/icon/mareanie.png,6,Poison,Water
748,Toxapex,495,50,63,152,53,142,35,https://img.pokemondb.net/sprites/sword-shield/icon/toxapex.png,6,Poison,Water
749,Mudbray,385,70,100,70,45,55,45,https://img.pokemondb.net/sprites/sword-shield/icon/mudbray.png,6,Ground,
750,Mudsdale,500,100,125,100,55,85,35,https://img.pokemondb.net/sprites/sword-shield/icon/mudsdale.png,7,Ground,
751,Dewpider,269,38,40,52,40,72,27,https://img.pokemondb.net/sprites/sword-shield/icon/dewpider.png,7,Water,Bug
752,Araquanid,454,68,70,92,50,132,42,https://img.pokemondb.net/sprites/sword-shield/icon/araquanid.png,7,Water,Bug
753,Fomantis,250,40,55,35,50,35,35,https://img.pokemondb.net/sprites/sword-shield/icon/fomantis.png,7,Grass,
754,Lurantis,480,70,105,90,80,90,45,https://img.pokemondb.net/sprites/sword-shield/icon/lurantis.png,7,Grass,
755,Morelull,285,40,35,55,65,75,15,https://img.pokemondb.net/sprites/sword-shield/icon/morelull.png,7,Grass,Fairy
756,Shiinotic,405,60,45,80,90,100,30,https://img.pokemondb.net/sprites/sword-shield/icon/shiinotic.png,7,Grass,Fairy
757,Salandit,320,48,44,40,71,40,77,https://img.pokemondb.net/sprites/sword-shield/icon/salandit.png,7,Poison,Fire
758,Salazzle,480,68,64,60,111,60,117,https://img.pokemondb.net/sprites/sword-shield/icon/salazzle.png,7,Poison,Fire
759,Stufful,340,70,75,50,45,50,50,https://img.pokemondb.net/sprites/sword-shield/icon/stufful.png,7,Normal,Fighting
760,Bewear,500,120,125,80,55,60,60,https://img.pokemondb.net/sprites/sword-shield/icon/bewear.png,7,Normal,Fighting
761,Bounsweet,210,42,30,38,30,38,32,https://img.pokemondb.net/sprites/sword-shield/icon/bounsweet.png,7,Grass,
762,Steenee,290,52,40,48,40,48,62,https://img.pokemondb.net/sprites/sword-shield/icon/steenee.png,7,Grass,
763,Tsareena,510,72,120,98,50,98,72,https://img.pokemondb.net/sprites/sword-shield/icon/tsareena.png,7,Grass,
764,Comfey,485,51,52,90,82,110,100,https://img.pokemondb.net/sprites/sword-shield/icon/comfey.png,7,Fairy,
765,Oranguru,490,90,60,80,90,110,60,https://img.pokemondb.net/sprites/sword-shield/icon/oranguru.png,7,Normal,Psychic
766,Passimian,490,100,120,90,40,60,80,https://img.pokemondb.net/sprites/sword-shield/icon/passimian.png,7,Fighting,
767,Wimpod,230,25,35,40,20,30,80,https://img.pokemondb.net/sprites/sword-shield/icon/wimpod.png,7,Bug,Water
768,Golisopod,530,75,125,140,60,90,40,https://img.pokemondb.net/sprites/sword-shield/icon/golisopod.png,7,Bug,Water
769,Sandygast,320,55,55,80,70,45,15,https://img.pokemondb.net/sprites/sword-shield/icon/sandygast.png,7,Ghost,Ground
770,Palossand,480,85,75,110,100,75,35,https://img.pokemondb.net/sprites/sword-shield/icon/palossand.png,7,Ghost,Ground
771,Pyukumuku,410,55,60,130,30,130,5,https://img.pokemondb.net/sprites/sword-shield/icon/pyukumuku.png,7,Water,
772,Type: Null,534,95,95,95,95,95,59,https://img.pokemondb.net/sprites/sword-shield/icon/type-null.png,7,Normal,
773,Silvally,570,95,95,95,95,95,95,https://img.pokemondb.net/sprites/sword-shield/icon/silvally.png,7,Normal,
775,Komala,480,65,115,65,75,95,65,https://img.pokemondb.net/sprites/sword-shield/icon/komala.png,7,Normal,
776,Turtonator,485,60,78,135,91,85,36,https://img.pokemondb.net/sprites/sword-shield/icon/turtonator.png,7,Fire,Dragon
777,Togedemaru,435,65,98,63,40,73,96,https://img.pokemondb.net/sprites/sword-shield/icon/togedemaru.png,7,Electric,Steel
778,Mimikyu,476,55,90,80,50,105,96,https://img.pokemondb.net/sprites/sword-shield/icon/mimikyu.png,7,Ghost,Fairy
779,Bruxish,475,68,105,70,70,70,92,https://img.pokemondb.net/sprites/sword-shield/icon/bruxish.png,7,Water,Psychic
780,Drampa,485,78,60,85,135,91,36,https://img.pokemondb.net/sprites/sword-shield/icon/drampa.png,7,Normal,Dragon
781,Dhelmise,517,70,131,100,86,90,40,https://img.pokemondb.net/sprites/sword-shield/icon/dhelmise.png,7,Ghost,Grass
782,Jangmo-o,300,45,55,65,45,45,45,https://img.pokemondb.net/sprites/sword-shield/icon/jangmo-o.png,7,Dragon,
783,Hakamo-o,420,55,75,90,65,70,65,https://img.pokemondb.net/sprites/sword-shield/icon/hakamo-o.png,7,Dragon,Fighting
784,Kommo-o,600,75,110,125,100,105,85,https://img.pokemondb.net/sprites/sword-shield/icon/kommo-o.png,7,Dragon,Fighting
785,Tapu Koko,570,70,115,85,95,75,130,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-koko.png,7,Electric,Fairy
786,Tapu Lele,570,70,85,75,130,115,95,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-lele.png,7,Psychic,Fairy
787,Tapu Bulu,570,70,130,115,85,95,75,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-bulu.png,7,Grass,Fairy
788,Tapu Fini,570,70,75,115,95,130,85,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-fini.png,7,Water,Fairy
789,Cosmog,200,43,29,31,29,31,37,https://img.pokemondb.net/sprites/sword-shield/icon/cosmog.png,7,Psychic,
790,Cosmoem,400,43,29,131,29,131,37,https://img.pokemondb.net/sprites/sword-shield/icon/cosmoem.png,7,Psychic,
791,Solgaleo,680,137,137,107,113,89,97,https://img.pokemondb.net/sprites/sword-shield/icon/solgaleo.png,7,Psychic,Steel
792,Lunala,680,137,113,89,137,107,97,https://img.pokemondb.net/sprites/sword-shield/icon/lunala.png,7,Psychic,Ghost
793,Nihilego,570,109,53,47,127,131,103,https://img.pokemondb.net/sprites/sword-shield/icon/nihilego.png,7,Rock,Poison
794,Buzzwole,570,107,139,139,53,53,79,https://img.pokemondb.net/sprites/sword-shield/icon/buzzwole.png,7,Bug,Fighting
795,Pheromosa,570,71,137,37,137,37,151,https://img.pokemondb.net/sprites/sword-shield/icon/pheromosa.png,7,Bug,Fighting
796,Xurkitree,570,83,89,71,173,71,83,https://img.pokemondb.net/sprites/sword-shield/icon/xurkitree.png,7,Electric,
797,Celesteela,570,97,101,103,107,101,61,https://img.pokemondb.net/sprites/sword-shield/icon/celesteela.png,7,Steel,Flying
798,Kartana,570,59,181,131,59,31,109,https://img.pokemondb.net/sprites/sword-shield/icon/kartana.png,7,Grass,Steel
799,Guzzlord,570,223,101,53,97,53,43,https://img.pokemondb.net/sprites/sword-shield/icon/guzzlord.png,7,Dark,Dragon
800,Necrozma,600,97,107,101,127,89,79,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma.png,7,Psychic,
801,Magearna,600,80,95,115,130,115,65,https://img.pokemondb.net/sprites/sword-shield/icon/magearna.png,7,Steel,Fairy
802,Marshadow,600,90,125,80,90,90,125,https://img.pokemondb.net/sprites/sword-shield/icon/marshadow.png,7,Fighting,Ghost
803,Poipole,420,67,73,67,73,67,73,https://img.pokemondb.net/sprites/sword-shield/icon/poipole.png,7,Poison,
804,Naganadel,540,73,73,73,127,73,121,https://img.pokemondb.net/sprites/sword-shield/icon/naganadel.png,7,Poison,Dragon
805,Stakataka,570,61,131,211,53,101,13,https://img.pokemondb.net/sprites/sword-shield/icon/stakataka.png,7,Rock,Steel
806,Blacephalon,570,53,127,53,151,79,107,https://img.pokemondb.net/sprites/sword-shield/icon/blacephalon.png,7,Fire,Ghost
807,Zeraora,600,88,112,75,102,80,143,https://img.pokemondb.net/sprites/sword-shield/icon/zeraora.png,7,Electric,
808,Meltan,300,46,65,65,55,35,34,https://img.pokemondb.net/sprites/sword-shield/icon/meltan.png,7,Steel,
809,Melmetal,600,135,143,143,80,65,34,https://img.pokemondb.net/sprites/sword-shield/icon/melmetal.png,7,Steel,
810,Grookey,310,50,65,50,40,40,65,https://img.pokemondb.net/sprites/sword-shield/icon/grookey.png,7,Grass,
811,Thwackey,420,70,85,70,55,60,80,https://img.pokemondb.net/sprites/sword-shield/icon/thwackey.png,7,Grass,
812,Rillaboom,530,100,125,90,60,70,85,https://img.pokemondb.net/sprites/sword-shield/icon/rillaboom.png,7,Grass,
813,Scorbunny,310,50,71,40,40,40,69,https://img.pokemondb.net/sprites/sword-shield/icon/scorbunny.png,7,Fire,
814,Raboot,420,65,86,60,55,60,94,https://img.pokemondb.net/sprites/sword-shield/icon/raboot.png,7,Fire,
815,Cinderace,530,80,116,75,65,75,119,https://img.pokemondb.net/sprites/sword-shield/icon/cinderace.png,7,Fire,
816,Sobble,310,50,40,40,70,40,70,https://img.pokemondb.net/sprites/sword-shield/icon/sobble.png,7,Water,
817,Drizzile,420,65,60,55,95,55,90,https://img.pokemondb.net/sprites/sword-shield/icon/drizzile.png,7,Water,
818,Inteleon,530,70,85,65,125,65,120,https://img.pokemondb.net/sprites/sword-shield/icon/inteleon.png,7,Water,
819,Skwovet,275,70,55,55,35,35,25,https://img.pokemondb.net/sprites/sword-shield/icon/skwovet.png,7,Normal,
820,Greedent,460,120,95,95,55,75,20,https://img.pokemondb.net/sprites/sword-shield/icon/greedent.png,7,Normal,
821,Rookidee,245,38,47,35,33,35,57,https://img.pokemondb.net/sprites/sword-shield/icon/rookidee.png,7,Flying,
822,Corvisquire,365,68,67,55,43,55,77,https://img.pokemondb.net/sprites/sword-shield/icon/corvisquire.png,7,Flying,
823,Corviknight,495,98,87,105,53,85,67,https://img.pokemondb.net/sprites/sword-shield/icon/corviknight.png,7,Flying,Steel
824,Blipbug,180,25,20,20,25,45,45,https://img.pokemondb.net/sprites/sword-shield/icon/blipbug.png,7,Bug,
825,Dottler,335,50,35,80,50,90,30,https://img.pokemondb.net/sprites/sword-shield/icon/dottler.png,7,Bug,Psychic
826,Orbeetle,505,60,45,110,80,120,90,https://img.pokemondb.net/sprites/sword-shield/icon/orbeetle.png,7,Bug,Psychic
827,Nickit,245,40,28,28,47,52,50,https://img.pokemondb.net/sprites/sword-shield/icon/nickit.png,7,Dark,
828,Thievul,455,70,58,58,87,92,90,https://img.pokemondb.net/sprites/sword-shield/icon/thievul.png,7,Dark,
829,Gossifleur,250,40,40,60,40,60,10,https://img.pokemondb.net/sprites/sword-shield/icon/gossifleur.png,7,Grass,
830,Eldegoss,460,60,50,90,80,120,60,https://img.pokemondb.net/sprites/sword-shield/icon/eldegoss.png,7,Grass,
831,Wooloo,270,42,40,55,40,45,48,https://img.pokemondb.net/sprites/sword-shield/icon/wooloo.png,7,Normal,
832,Dubwool,490,72,80,100,60,90,88,https://img.pokemondb.net/sprites/sword-shield/icon/dubwool.png,7,Normal,
833,Chewtle,284,50,64,50,38,38,44,https://img.pokemondb.net/sprites/sword-shield/icon/chewtle.png,7,Water,
834,Drednaw,485,90,115,90,48,68,74,https://img.pokemondb.net/sprites/sword-shield/icon/drednaw.png,7,Water,Rock
835,Yamper,270,59,45,50,40,50,26,https://img.pokemondb.net/sprites/sword-shield/icon/yamper.png,7,Electric,
836,Boltund,490,69,90,60,90,60,121,https://img.pokemondb.net/sprites/sword-shield/icon/boltund.png,7,Electric,
837,Rolycoly,240,30,40,50,40,50,30,https://img.pokemondb.net/sprites/sword-shield/icon/rolycoly.png,7,Rock,
838,Carkol,410,80,60,90,60,70,50,https://img.pokemondb.net/sprites/sword-shield/icon/carkol.png,8,Rock,Fire
839,Coalossal,510,110,80,120,80,90,30,https://img.pokemondb.net/sprites/sword-shield/icon/coalossal.png,8,Rock,Fire
840,Applin,260,40,40,80,40,40,20,https://img.pokemondb.net/sprites/sword-shield/icon/applin.png,8,Grass,Dragon
841,Flapple,485,70,110,80,95,60,70,https://img.pokemondb.net/sprites/sword-shield/icon/flapple.png,8,Grass,Dragon
842,Appletun,485,110,85,80,100,80,30,https://img.pokemondb.net/sprites/sword-shield/icon/appletun.png,8,Grass,Dragon
843,Silicobra,315,52,57,75,35,50,46,https://img.pokemondb.net/sprites/sword-shield/icon/silicobra.png,8,Ground,
844,Sandaconda,510,72,107,125,65,70,71,https://img.pokemondb.net/sprites/sword-shield/icon/sandaconda.png,8,Ground,
845,Cramorant,475,70,85,55,85,95,85,https://img.pokemondb.net/sprites/sword-shield/icon/cramorant.png,8,Flying,Water
846,Arrokuda,280,41,63,40,40,30,66,https://img.pokemondb.net/sprites/sword-shield/icon/arrokuda.png,8,Water,
847,Barraskewda,490,61,123,60,60,50,136,https://img.pokemondb.net/sprites/sword-shield/icon/barraskewda.png,8,Water,
848,Toxel,242,40,38,35,54,35,40,https://img.pokemondb.net/sprites/sword-shield/icon/toxel.png,8,Electric,Poison
850,Sizzlipede,305,50,65,45,50,50,45,https://img.pokemondb.net/sprites/sword-shield/icon/sizzlipede.png,8,Fire,Bug
851,Centiskorch,525,100,115,65,90,90,65,https://img.pokemondb.net/sprites/sword-shield/icon/centiskorch.png,8,Fire,Bug
852,Clobbopus,310,50,68,60,50,50,32,https://img.pokemondb.net/sprites/sword-shield/icon/clobbopus.png,8,Fighting,
853,Grapploct,480,80,118,90,70,80,42,https://img.pokemondb.net/sprites/sword-shield/icon/grapploct.png,8,Fighting,
854,Sinistea,308,40,45,45,74,54,50,https://img.pokemondb.net/sprites/sword-shield/icon/sinistea.png,8,Ghost,
855,Polteageist,508,60,65,65,134,114,70,https://img.pokemondb.net/sprites/sword-shield/icon/polteageist.png,8,Ghost,
856,Hatenna,265,42,30,45,56,53,39,https://img.pokemondb.net/sprites/sword-shield/icon/hatenna.png,8,Psychic,
857,Hattrem,370,57,40,65,86,73,49,https://img.pokemondb.net/sprites/sword-shield/icon/hattrem.png,8,Psychic,
858,Hatterene,510,57,90,95,136,103,29,https://img.pokemondb.net/sprites/sword-shield/icon/hatterene.png,8,Psychic,Fairy
859,Impidimp,265,45,45,30,55,40,50,https://img.pokemondb.net/sprites/sword-shield/icon/impidimp.png,8,Dark,Fairy
860,Morgrem,370,65,60,45,75,55,70,https://img.pokemondb.net/sprites/sword-shield/icon/morgrem.png,8,Dark,Fairy
861,Grimmsnarl,510,95,120,65,95,75,60,https://img.pokemondb.net/sprites/sword-shield/icon/grimmsnarl.png,8,Dark,Fairy
862,Obstagoon,520,93,90,101,60,81,95,https://img.pokemondb.net/sprites/sword-shield/icon/obstagoon.png,8,Dark,Normal
863,Perrserker,440,70,110,100,50,60,50,https://img.pokemondb.net/sprites/sword-shield/icon/perrserker.png,8,Steel,
864,Cursola,510,60,95,50,145,130,30,https://img.pokemondb.net/sprites/sword-shield/icon/cursola.png,8,Ghost,
865,Sirfetch'd,507,62,135,95,68,82,65,https://img.pokemondb.net/sprites/sword-shield/icon/sirfetchd.png,8,Fighting,
866,Mr. Rime,520,80,85,75,110,100,70,https://img.pokemondb.net/sprites/sword-shield/icon/mr-rime.png,8,Ice,Psychic
867,Runerigus,483,58,95,145,50,105,30,https://img.pokemondb.net/sprites/sword-shield/icon/runerigus.png,8,Ground,Ghost
868,Milcery,270,45,40,40,50,61,34,https://img.pokemondb.net/sprites/sword-shield/icon/milcery.png,8,Fairy,
869,Alcremie,495,65,60,75,110,121,64,https://img.pokemondb.net/sprites/sword-shield/icon/alcremie.png,8,Fairy,
870,Falinks,470,65,100,100,70,60,75,https://img.pokemondb.net/sprites/sword-shield/icon/falinks.png,8,Fighting,
871,Pincurchin,435,48,101,95,91,85,15,https://img.pokemondb.net/sprites/sword-shield/icon/pincurchin.png,8,Electric,
872,Snom,185,30,25,35,45,30,20,https://img.pokemondb.net/sprites/sword-shield/icon/snom.png,8,Ice,Bug
873,Frosmoth,475,70,65,60,125,90,65,https://img.pokemondb.net/sprites/sword-shield/icon/frosmoth.png,8,Ice,Bug
874,Stonjourner,470,100,125,135,20,20,70,https://img.pokemondb.net/sprites/sword-shield/icon/stonjourner.png,8,Rock,
878,Cufant,330,72,80,49,40,49,40,https://img.pokemondb.net/sprites/sword-shield/icon/cufant.png,8,Steel,
879,Copperajah,500,122,130,69,80,69,30,https://img.pokemondb.net/sprites/sword-shield/icon/copperajah.png,8,Steel,
880,Dracozolt,505,90,100,90,80,70,75,https://img.pokemondb.net/sprites/sword-shield/icon/dracozolt.png,8,Electric,Dragon
881,Arctozolt,505,90,100,90,90,80,55,https://img.pokemondb.net/sprites/sword-shield/icon/arctozolt.png,8,Electric,Ice
882,Dracovish,505,90,90,100,70,80,75,https://img.pokemondb.net/sprites/sword-shield/icon/dracovish.png,8,Water,Dragon
883,Arctovish,505,90,90,100,80,90,55,https://img.pokemondb.net/sprites/sword-shield/icon/arctovish.png,8,Water,Ice
884,Duraludon,535,70,95,115,120,50,85,https://img.pokemondb.net/sprites/sword-shield/icon/duraludon.png,8,Steel,Dragon
885,Dreepy,270,28,60,30,40,30,82,https://img.pokemondb.net/sprites/sword-shield/icon/dreepy.png,8,Dragon,Ghost
886,Drakloak,410,68,80,50,60,50,102,https://img.pokemondb.net/sprites/sword-shield/icon/drakloak.png,8,Dragon,Ghost
887,Dragapult,600,88,120,75,100,75,142,https://img.pokemondb.net/sprites/sword-shield/icon/dragapult.png,8,Dragon,Ghost
890,Eternatus,690,140,85,95,145,95,130,https://img.pokemondb.net/sprites/sword-shield/icon/eternatus.png,8,Poison,Dragon
891,Kubfu,385,60,90,60,53,50,72,https://img.pokemondb.net/sprites/sword-shield/icon/kubfu.png,8,Fighting,
893,Zarude,600,105,120,105,70,95,105,https://img.pokemondb.net/sprites/sword-shield/icon/zarude.png,8,Dark,Grass
894,Regieleki,580,80,100,50,100,50,200,https://img.pokemondb.net/sprites/sword-shield/icon/regieleki.png,8,Electric,
895,Regidrago,580,200,100,50,100,50,80,https://img.pokemondb.net/sprites/sword-shield/icon/regidrago.png,8,Dragon,
896,Glastrier,580,100,145,130,65,110,30,https://img.pokemondb.net/sprites/sword-shield/icon/glastrier.png,8,Ice,
897,Spectrier,580,100,65,60,145,80,130,https://img.pokemondb.net/sprites/sword-shield/icon/spectrier.png,8,Ghost,
898,Calyrex,500,100,80,80,80,80,80,https://img.pokemondb.net/sprites/sword-shield/icon/calyrex.png,8,Psychic,Grass
899,Wyrdeer,525,103,105,72,105,75,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/wyrdeer.png,8,Normal,Psychic
900,Kleavor,500,70,130,95,45,75,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/kleavor.png,8,Bug,Rock
901,Ursaluna,550,130,140,105,45,80,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/ursaluna.png,8,Ground,Normal
903,Sneasler,510,80,130,60,40,80,120,https://img.pokemondb.net/sprites/scarlet-violet/icon/sneasler.png,8,Poison,Fighting
904,Overqwil,510,85,115,95,65,65,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/overqwil.png,8,Dark,Poison
906,Sprigatito,310,40,61,54,45,45,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/sprigatito.png,9,Grass,
907,Floragato,410,61,80,63,60,63,83,https://img.pokemondb.net/sprites/scarlet-violet/icon/floragato.png,9,Grass,
908,Meowscarada,530,76,110,70,81,70,123,https://img.pokemondb.net/sprites/scarlet-violet/icon/meowscarada.png,9,Grass,Dark
909,Fuecoco,310,67,45,59,63,40,36,https://img.pokemondb.net/sprites/scarlet-violet/icon/fuecoco.png,9,Fire,
910,Crocalor,411,81,55,78,90,58,49,https://img.pokemondb.net/sprites/scarlet-violet/icon/crocalor.png,9,Fire,
911,Skeledirge,530,104,75,100,110,75,66,https://img.pokemondb.net/sprites/scarlet-violet/icon/skeledirge.png,9,Fire,Ghost
912,Quaxly,310,55,65,45,50,45,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/quaxly.png,9,Water,
913,Quaxwell,410,70,85,65,65,60,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/quaxwell.png,9,Water,
914,Quaquaval,530,85,120,80,85,75,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/quaquaval.png,9,Water,Fighting
915,Lechonk,254,54,45,40,35,45,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/lechonk.png,9,Normal,
917,Tarountula,210,35,41,45,29,40,20,https://img.pokemondb.net/sprites/scarlet-violet/icon/tarountula.png,9,Bug,
918,Spidops,404,60,79,92,52,86,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/spidops.png,9,Bug,
919,Nymble,210,33,46,40,21,25,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/nymble.png,9,Bug,
920,Lokix,450,71,102,78,52,55,92,https://img.pokemondb.net/sprites/scarlet-violet/icon/lokix.png,9,Bug,Dark
921,Pawmi,240,45,50,20,40,25,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/pawmi.png,9,Electric,
922,Pawmo,350,60,75,40,50,40,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/pawmo.png,9,Electric,Fighting
923,Pawmot,490,70,115,70,70,60,105,https://img.pokemondb.net/sprites/scarlet-violet/icon/pawmot.png,9,Electric,Fighting
924,Tandemaus,305,50,50,45,40,45,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/tandemaus.png,9,Normal,
926,Fidough,312,37,55,70,30,55,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/fidough.png,9,Fairy,
